Application mode,Course,Tuition fees up to date,Gender,Scholarship holder,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,9238,1,0,0,6,7,6,12.0,0,6,7,6,13.0,Graduate
1,8014,1,0,0,6,6,6,12.666666666666666,0,6,6,6,11.666666666666666,Graduate
1,9238,1,0,1,6,6,6,12.166666666666666,0,6,9,6,13.666666666666666,Graduate
44,9238,1,0,0,6,6,6,13.333333333333334,2,6,6,6,14.666666666666666,Graduate
7,9853,1,0,0,7,8,7,15.0,0,7,7,7,14.571428571428571,Graduate
1,9500,1,0,1,8,8,8,13.39125,0,8,8,8,13.39125,Graduate
17,9238,1,0,0,6,9,5,12.166666666666666,0,6,8,6,12.428571428571429,Graduate
17,9130,1,0,0,5,9,4,11.25,0,5,6,4,12.5,Graduate
1,9085,1,0,0,5,13,4,12.0,0,5,8,3,12.0,Enrolled
1,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
39,8014,1,0,0,6,7,6,12.833333333333334,0,6,8,6,12.857142857142858,Graduate
39,9003,1,0,0,6,10,6,14.0,0,6,11,6,13.1,Graduate
42,9147,1,0,0,5,5,4,13.0,1,5,7,2,12.0,Enrolled
1,9773,1,0,0,6,7,6,13.5,0,6,8,6,12.5,Graduate
43,9238,1,0,0,16,24,13,10.692307692307692,9,13,19,9,12.307692307692308,Enrolled
39,9991,1,0,0,5,6,5,11.0,0,5,9,5,11.666666666666666,Graduate
39,9238,1,0,0,6,8,6,13.0,0,6,6,6,13.833333333333334,Graduate
1,8014,1,0,0,6,10,5,12.0,0,6,9,4,11.25,Enrolled
1,9254,1,0,0,6,9,4,12.6,0,6,6,4,11.5,Dropout
43,9773,1,0,1,6,6,6,13.666666666666666,0,6,6,6,13.333333333333334,Graduate
1,171,0,0,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
1,9500,1,0,1,7,7,6,14.2,0,7,7,6,14.2,Graduate
1,9254,0,0,0,6,10,5,11.0,0,6,12,0,0.0,Dropout
17,9085,1,0,0,6,7,6,15.0,0,6,7,6,16.428571428571427,Graduate
39,9500,1,0,0,7,9,6,12.585714285714284,0,8,9,7,13.44285714285714,Graduate
39,9991,1,0,0,5,0,0,0.0,0,5,0,0,0.0,Dropout
39,9003,1,0,1,6,6,0,0.0,0,6,6,0,0.0,Enrolled
39,9085,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
17,9853,1,0,0,6,7,6,11.666666666666666,0,6,10,6,11.833333333333334,Graduate
1,9773,1,0,0,6,13,3,12.666666666666666,0,6,12,2,10.0,Dropout
17,9147,1,0,0,5,10,3,10.333333333333334,0,5,9,4,11.0,Enrolled
53,9085,1,0,1,11,18,8,13.5,4,9,16,7,13.714285714285714,Graduate
1,9500,1,0,0,7,8,5,13.98,0,7,8,5,13.98,Enrolled
1,9085,1,0,1,6,13,6,16.153846153846153,0,6,10,6,15.75,Graduate
1,9500,1,0,1,7,7,6,14.033333333333331,0,7,7,6,14.033333333333331,Graduate
17,9085,1,0,0,5,8,1,11.0,0,5,6,5,11.2,Enrolled
1,9853,1,0,1,7,8,7,13.857142857142858,0,7,8,6,13.666666666666666,Graduate
1,9500,1,0,0,8,8,7,13.414285714285716,0,8,8,7,13.414285714285716,Dropout
43,8014,1,0,0,11,11,11,13.545454545454543,3,7,7,7,13.571428571428571,Graduate
39,9991,1,0,1,5,11,4,11.25,0,5,10,4,10.833333333333334,Enrolled
17,9773,1,0,1,6,6,6,13.833333333333334,0,6,7,6,14.428571428571429,Graduate
39,9991,1,0,0,5,8,5,12.0,0,5,9,5,12.857142857142858,Graduate
39,9085,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
51,8014,1,0,0,11,14,10,11.9,5,11,14,10,12.8,Enrolled
18,9147,0,0,0,5,5,0,0.0,0,5,0,0,0.0,Dropout
1,9500,1,0,1,7,7,7,15.135714285714286,0,8,8,8,15.287499999999998,Graduate
17,9853,0,0,1,7,7,7,12.285714285714286,0,7,8,6,13.333333333333334,Enrolled
44,9085,1,0,0,6,16,5,12.666666666666666,1,6,15,2,13.5,Enrolled
39,9500,1,0,1,7,13,5,12.74,0,8,12,6,10.978571428571428,Dropout
43,9500,1,0,0,7,8,6,13.25,0,8,8,8,13.75,Enrolled
1,9238,1,0,0,6,13,3,10.333333333333334,0,6,12,3,10.333333333333334,Enrolled
1,9853,1,0,1,6,7,6,13.428571428571429,0,6,6,6,13.166666666666666,Graduate
53,9147,1,0,0,11,19,9,12.555555555555555,3,9,14,8,11.11111111111111,Graduate
1,9238,1,0,0,6,8,6,11.5,0,6,7,6,11.166666666666666,Graduate
1,9853,1,0,0,6,6,6,13.666666666666666,0,6,9,6,12.333333333333334,Graduate
39,9991,1,0,0,14,16,11,11.272727272727272,6,11,16,10,12.0,Graduate
17,9853,1,0,0,6,10,5,13.166666666666666,0,6,8,5,12.4,Enrolled
44,8014,1,0,1,6,6,6,14.666666666666666,2,6,6,6,14.166666666666666,Graduate
44,9085,1,0,0,6,11,4,12.75,0,6,19,1,11.0,Enrolled
39,9500,1,0,0,7,11,5,11.2,0,8,13,5,12.14,Enrolled
1,9773,0,0,0,6,8,5,13.0,0,6,8,5,11.4,Dropout
17,9085,0,0,0,5,8,2,10.5,0,5,8,2,12.333333333333334,Dropout
17,9085,1,0,0,6,7,6,14.857142857142858,0,6,7,6,14.0,Graduate
1,9500,1,0,1,8,11,7,12.86,0,8,11,7,12.86,Graduate
51,9238,1,0,0,11,12,11,11.727272727272728,5,11,14,11,12.0,Graduate
44,9085,1,0,1,6,11,6,13.142857142857142,2,6,10,3,12.0,Graduate
17,9670,1,0,0,6,6,5,11.8,0,6,9,4,13.714285714285714,Dropout
17,9147,1,0,0,5,10,3,10.666666666666666,0,5,9,0,0.0,Dropout
17,9070,1,0,1,6,9,5,11.6,0,6,8,4,11.2,Enrolled
17,9254,1,0,0,6,13,3,10.333333333333334,0,6,12,3,10.333333333333334,Enrolled
1,9773,1,0,0,6,11,4,12.25,0,6,11,3,11.0,Enrolled
1,9254,1,0,0,6,6,6,12.0,0,6,7,4,12.75,Enrolled
17,9500,1,0,0,8,8,7,14.731428571428571,0,8,8,7,14.731428571428571,Graduate
1,171,1,0,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
7,9070,1,0,0,13,14,13,13.615384615384617,6,12,12,12,14.25,Graduate
39,9991,1,0,0,5,5,5,15.8,0,5,5,5,14.8,Graduate
17,9238,1,0,0,6,6,6,14.666666666666666,0,6,7,6,14.571428571428571,Graduate
39,9085,1,0,0,5,5,0,0.0,0,5,5,0,0.0,Dropout
1,9500,1,0,1,8,8,7,14.654285714285717,0,8,8,7,14.654285714285717,Graduate
39,9500,1,0,0,8,8,7,12.401428571428571,0,8,8,7,12.401428571428571,Graduate
1,9500,1,0,0,7,8,7,11.5875,0,8,9,7,14.071428571428571,Graduate
7,9991,1,0,0,5,5,5,14.0,1,5,5,5,15.6,Graduate
1,9238,1,0,1,6,9,6,12.333333333333334,0,6,6,6,11.833333333333334,Graduate
1,9085,1,0,0,5,5,5,14.0,0,5,6,5,15.4,Graduate
1,9085,1,0,0,6,13,6,15.23076923076923,0,6,10,6,12.375,Graduate
1,9853,1,0,0,6,9,5,11.6,0,6,9,3,11.0,Dropout
1,9500,1,0,1,7,7,6,11.6,0,7,7,6,11.6,Graduate
1,9500,1,0,0,7,0,0,0.0,0,8,0,0,0.0,Dropout
1,9500,1,0,1,7,7,7,12.901428571428571,0,8,9,8,13.094444444444443,Graduate
42,9991,1,0,0,7,9,7,14.142857142857142,1,5,5,5,14.8,Graduate
44,9085,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9500,1,0,0,8,8,8,13.25375,0,8,8,8,13.25375,Graduate
17,9556,1,0,0,7,7,7,13.785714285714286,0,8,8,8,14.1,Graduate
1,9500,1,0,0,7,7,6,13.916666666666666,0,7,7,6,13.916666666666666,Graduate
1,9670,1,0,0,6,8,6,13.5,0,6,9,6,13.571428571428571,Graduate
17,9147,1,0,0,5,8,3,11.333333333333334,0,5,12,2,10.666666666666666,Enrolled
1,9085,1,0,0,5,8,0,0.0,0,5,12,0,0.0,Dropout
17,9670,1,0,0,6,10,5,11.5,0,6,9,4,14.6,Graduate
1,9500,1,0,1,8,8,7,12.082857142857142,0,8,8,7,12.082857142857142,Graduate
39,8014,1,0,1,6,8,6,11.833333333333334,0,6,10,5,12.8,Graduate
17,9147,1,0,1,5,6,5,13.4,0,5,5,5,12.4,Graduate
1,9500,1,0,1,7,7,0,0.0,0,7,7,0,0.0,Dropout
1,9773,1,0,0,6,7,5,14.2,0,6,7,6,14.571428571428571,Graduate
1,9500,1,0,1,8,8,7,13.814285714285717,0,8,8,7,13.814285714285717,Graduate
17,9254,1,0,1,6,10,4,11.25,0,6,6,6,10.5,Enrolled
1,9670,1,0,1,6,6,6,14.5,0,6,8,6,13.666666666666666,Graduate
1,9670,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
39,9500,1,0,0,7,7,6,11.3,0,7,7,6,11.3,Graduate
43,9556,1,0,0,2,2,0,0.0,0,4,4,1,16.0,Enrolled
43,9130,1,0,0,5,11,1,12.0,0,5,9,3,12.0,Enrolled
17,9500,1,0,0,8,9,7,12.3,0,8,9,7,12.3,Graduate
1,9500,1,0,1,8,8,7,12.694285714285714,0,8,8,7,12.694285714285714,Graduate
17,9670,1,0,0,5,5,4,11.0,0,5,5,4,11.0,Graduate
1,9238,1,0,1,6,6,6,13.0,0,6,6,6,14.166666666666666,Graduate
1,9500,1,0,1,7,8,7,14.4125,0,8,8,8,16.05,Graduate
1,9500,1,0,0,7,8,7,12.92875,0,8,8,8,14.0625,Dropout
1,9773,1,0,0,6,6,6,13.333333333333334,0,6,10,5,12.8,Graduate
1,9254,1,0,1,6,8,5,12.8,0,6,9,5,12.8,Enrolled
18,9500,1,0,0,8,8,7,14.402857142857142,0,8,8,7,14.402857142857142,Graduate
1,9500,1,0,1,8,8,7,13.381428571428572,0,8,8,7,13.381428571428572,Graduate
1,9500,1,0,0,7,8,7,14.13125,0,8,8,8,13.98375,Graduate
17,9085,1,0,0,5,11,5,11.714285714285714,0,5,6,5,12.6,Graduate
1,9147,1,0,0,5,5,5,11.8,0,5,8,4,11.25,Enrolled
39,8014,1,0,0,6,9,6,11.166666666666666,1,6,15,2,11.0,Graduate
7,9003,1,0,0,6,7,0,0.0,0,6,6,0,0.0,Dropout
43,9853,1,0,0,6,9,5,13.6,0,6,8,5,12.0,Dropout
39,9003,1,0,0,12,14,12,13.846153846153848,5,12,18,11,14.090909090909092,Graduate
17,9773,1,0,1,6,7,6,12.5,0,6,8,6,13.333333333333334,Graduate
1,9130,1,0,0,5,5,5,16.4,0,5,5,5,14.6,Graduate
51,9070,1,0,1,11,11,11,13.818181818181818,5,11,11,11,13.454545454545457,Graduate
17,9238,1,0,0,6,8,5,10.6,0,6,11,4,10.5,Graduate
39,9147,1,0,0,5,8,5,10.2,0,5,6,5,12.2,Graduate
17,9238,1,0,0,6,11,5,10.6,0,6,11,4,10.4,Enrolled
43,8014,1,0,0,10,10,9,11.444444444444445,4,11,11,5,10.8,Dropout
1,9853,1,0,0,6,9,5,14.333333333333334,4,8,8,8,12.625,Enrolled
43,9238,1,0,1,16,18,16,13.0,11,13,15,13,13.266666666666667,Graduate
1,9500,1,0,1,8,9,8,13.31,0,8,9,8,13.31,Graduate
17,9238,1,0,1,6,10,5,10.571428571428571,0,6,9,5,12.2,Graduate
17,9500,1,0,1,8,8,7,13.487142857142857,0,8,8,7,13.487142857142857,Graduate
1,9254,1,0,1,6,6,6,12.333333333333334,0,6,7,6,11.833333333333334,Graduate
1,9670,1,0,0,6,11,6,11.875,0,6,9,5,12.833333333333334,Dropout
1,9500,1,0,0,7,7,6,13.966666666666669,0,7,7,6,13.966666666666669,Graduate
39,9254,0,0,0,5,10,0,0.0,0,5,10,0,0.0,Dropout
1,9670,1,0,0,5,8,4,11.5,0,5,5,5,12.8,Graduate
1,9556,1,0,0,2,2,2,12.5,0,7,0,0,0.0,Dropout
7,9500,1,0,0,7,0,0,0.0,0,8,0,0,0.0,Dropout
1,9500,1,0,0,7,10,6,11.98,0,8,11,7,13.225,Graduate
17,9238,1,0,1,6,8,5,13.2,0,6,7,5,11.8,Enrolled
1,9500,1,0,0,7,10,6,11.614285714285714,0,8,8,8,14.0375,Graduate
18,9500,1,0,1,8,8,7,14.314285714285717,0,8,8,7,14.314285714285717,Graduate
1,9500,1,0,0,7,0,0,0.0,0,8,0,0,0.0,Dropout
44,9085,1,0,0,6,9,6,12.666666666666666,1,6,12,2,13.0,Enrolled
1,9500,1,0,1,7,9,6,12.766666666666666,0,8,10,7,12.128571428571428,Graduate
17,9853,1,0,1,6,7,6,12.666666666666666,0,6,7,5,12.2,Graduate
43,9670,1,0,0,6,7,6,11.5,0,6,10,4,10.571428571428571,Dropout
39,9670,1,0,0,6,13,5,11.4,0,6,14,4,11.75,Dropout
17,9500,1,0,1,7,8,7,14.70625,0,8,8,8,14.4775,Graduate
1,9500,1,0,1,7,9,6,11.814285714285717,0,8,8,7,13.542857142857144,Graduate
1,9070,1,0,0,6,8,6,13.0,0,6,8,6,11.875,Graduate
1,9670,1,0,0,6,7,6,14.857142857142858,0,6,6,6,13.333333333333334,Graduate
1,9500,1,0,0,7,7,6,12.6,0,7,7,6,12.6,Graduate
1,9085,1,0,0,6,9,5,13.333333333333334,0,6,17,4,11.4,Enrolled
1,9853,1,0,0,7,10,6,10.666666666666666,0,7,12,6,12.833333333333334,Enrolled
7,9130,0,0,0,5,6,2,11.5,0,5,5,1,11.0,Dropout
39,9556,1,0,0,7,9,1,10.0,0,7,0,0,0.0,Dropout
17,9254,1,0,0,6,10,5,11.8,0,6,10,5,12.2,Graduate
17,9070,1,0,0,6,7,5,11.8,0,6,6,6,12.666666666666666,Graduate
17,9500,1,0,0,8,8,8,12.77125,0,8,8,8,12.77125,Graduate
17,9085,1,0,0,5,13,3,11.333333333333334,0,5,8,5,12.6,Enrolled
17,9254,1,0,0,6,6,6,12.666666666666666,0,6,7,5,14.6,Graduate
1,9070,0,0,0,6,10,5,12.2,0,6,11,4,10.833333333333334,Enrolled
7,9085,0,0,0,5,9,1,12.0,0,4,10,0,0.0,Dropout
1,9500,1,0,1,8,12,7,11.721428571428572,0,8,12,7,11.721428571428572,Graduate
39,9500,1,0,0,7,12,4,14.0,0,7,14,3,12.525,Enrolled
39,33,1,0,0,7,9,7,14.75,0,7,12,5,13.8,Enrolled
1,9773,1,0,0,6,6,6,12.666666666666666,0,6,6,6,13.666666666666666,Graduate
1,9130,1,0,0,5,12,4,13.0,0,5,6,5,14.0,Dropout
1,9147,1,0,0,5,6,0,0.0,0,5,5,0,0.0,Dropout
1,9070,1,0,0,6,8,4,10.75,0,6,9,0,0.0,Enrolled
39,8014,0,0,0,5,5,0,0.0,0,5,10,0,0.0,Dropout
39,9670,1,0,0,5,6,4,12.5,0,5,7,4,11.75,Graduate
39,9991,0,0,0,4,4,0,0.0,0,5,0,0,0.0,Dropout
18,8014,0,0,0,5,5,0,0.0,0,4,4,0,0.0,Dropout
18,9238,0,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
39,9003,1,0,0,6,7,6,12.5,0,6,15,5,12.4,Graduate
17,9853,1,0,0,6,10,5,12.8,0,6,9,3,11.666666666666666,Dropout
39,8014,1,0,0,6,11,1,10.0,0,6,11,1,11.0,Dropout
17,9853,1,0,0,6,11,4,11.25,0,6,10,5,10.2,Dropout
1,9500,1,0,1,8,8,7,12.61,0,8,8,7,12.61,Graduate
17,9130,1,0,0,5,14,2,12.0,0,5,6,5,12.6,Graduate
15,9238,0,0,0,6,9,5,13.0,0,6,7,6,13.5,Graduate
18,9085,1,0,1,5,9,4,12.0,0,5,8,5,13.0,Graduate
1,9556,1,0,0,7,8,4,12.0,0,8,8,0,0.0,Dropout
43,9119,1,1,0,5,12,1,12.0,0,5,9,1,11.0,Dropout
39,9119,1,1,0,5,9,1,12.0,0,5,6,3,10.5,Enrolled
39,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
39,9147,0,1,0,5,5,0,0.0,0,5,9,0,0.0,Dropout
1,9130,1,1,0,6,11,5,13.625,0,6,9,4,11.75,Dropout
17,9147,1,1,1,5,12,3,11.666666666666666,0,5,10,3,11.666666666666666,Enrolled
17,9670,1,1,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9500,1,1,0,8,8,7,11.69,0,8,8,7,11.69,Graduate
44,9070,0,1,0,6,11,0,0.0,0,6,12,0,0.0,Dropout
44,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
43,9991,1,1,0,5,10,4,11.5,0,5,11,5,11.285714285714286,Graduate
39,9119,1,1,0,5,10,1,14.0,0,5,0,0,0.0,Dropout
17,9254,1,1,0,6,7,5,11.0,0,6,7,5,12.4,Graduate
44,9003,1,1,0,6,7,6,12.857142857142858,0,6,6,6,13.166666666666666,Graduate
18,9773,1,1,0,6,9,4,12.5,0,6,6,6,11.333333333333334,Dropout
39,9500,1,1,0,7,7,7,14.528571428571428,0,8,11,8,15.018181818181818,Graduate
1,9147,1,1,0,5,8,5,10.0,0,5,10,2,12.0,Enrolled
44,9003,1,1,1,6,8,6,13.0,0,6,10,6,12.625,Graduate
1,9500,1,1,1,7,7,7,15.957142857142856,0,8,9,8,15.188888888888888,Graduate
17,9119,1,1,1,5,6,5,13.2,0,5,8,5,12.6,Enrolled
1,9147,1,1,0,5,9,4,10.2,0,5,6,3,11.0,Enrolled
39,9119,1,1,0,5,6,5,14.2,1,5,5,2,13.5,Enrolled
1,9670,1,1,0,6,8,6,12.625,0,6,11,2,14.5,Enrolled
1,9500,1,1,0,8,11,6,13.496666666666668,0,8,11,6,13.496666666666668,Enrolled
17,9147,1,1,0,5,8,5,13.25,0,5,8,5,11.0,Graduate
1,9119,1,1,0,5,12,3,12.0,0,5,10,3,12.0,Dropout
39,9773,0,1,0,6,10,4,13.0,0,6,9,4,13.75,Dropout
43,9070,1,1,0,11,12,9,11.77777777777778,3,8,11,3,13.666666666666666,Dropout
17,9119,1,1,0,5,10,2,11.0,0,6,10,0,0.0,Dropout
17,9147,1,1,0,5,14,0,0.0,0,5,5,0,0.0,Dropout
44,9003,1,1,0,14,16,14,12.428571428571429,3,9,13,6,10.857142857142858,Dropout
17,9147,1,1,0,5,8,3,11.0,0,5,11,3,12.0,Enrolled
1,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
44,9254,1,1,0,6,12,3,11.5,0,6,12,3,10.666666666666666,Enrolled
42,9500,1,1,0,8,8,8,12.5075,0,8,8,8,12.5075,Graduate
53,9003,1,1,0,12,18,11,12.090909090909092,5,12,14,11,12.0,Graduate
1,9130,1,1,0,5,14,2,11.0,0,5,9,3,12.666666666666666,Enrolled
39,9991,1,1,0,5,13,1,10.0,0,5,8,2,11.333333333333334,Dropout
1,9130,1,1,0,6,6,6,13.5,0,6,9,5,13.2,Graduate
1,9070,1,1,0,6,6,6,14.166666666666666,0,6,8,6,13.625,Graduate
39,9670,1,1,0,6,7,6,14.0,0,6,7,6,14.714285714285714,Graduate
39,9003,1,1,0,3,4,0,0.0,0,3,5,0,0.0,Dropout
17,9119,1,1,0,5,9,3,11.666666666666666,0,5,10,3,11.333333333333334,Dropout
17,9085,1,1,0,5,7,5,14.6,0,5,5,5,14.2,Graduate
39,9003,1,1,0,6,10,5,13.0,0,6,13,5,11.5,Graduate
1,8014,1,1,0,6,7,6,12.166666666666666,0,6,9,6,12.0,Graduate
1,9147,1,1,0,5,9,0,0.0,0,5,5,1,12.0,Dropout
17,9119,1,1,0,5,10,3,10.5,0,5,11,3,10.8,Dropout
1,9147,1,1,0,5,14,3,12.4,0,5,8,5,10.833333333333334,Enrolled
43,171,1,1,0,0,0,0,0.0,0,0,0,0,0.0,Graduate
39,9085,0,1,0,5,12,0,0.0,0,5,8,0,0.0,Dropout
1,9500,1,1,0,8,8,7,13.828571428571427,0,8,8,7,13.828571428571427,Graduate
39,9991,1,0,1,5,7,5,10.6,0,5,6,5,10.2,Enrolled
1,9238,1,0,0,6,7,6,11.5,0,6,6,6,11.666666666666666,Graduate
1,9070,1,0,0,6,6,4,13.5,0,6,8,6,13.625,Graduate
39,8014,1,0,0,6,12,0,0.0,0,6,0,0,0.0,Dropout
17,9500,1,0,0,7,8,7,12.5375,0,8,9,7,12.614285714285714,Graduate
17,9670,1,0,0,6,6,6,14.833333333333334,0,6,8,6,13.285714285714286,Enrolled
1,9147,1,0,0,5,10,4,12.0,0,5,9,4,12.8,Graduate
17,9254,1,0,0,6,8,5,11.8,0,6,8,5,11.6,Graduate
1,9147,1,0,1,5,5,5,15.0,0,5,5,5,15.2,Graduate
17,9085,1,0,0,5,7,3,12.0,0,5,7,5,13.2,Graduate
17,9773,1,0,1,6,6,6,12.833333333333334,0,6,7,6,12.285714285714286,Graduate
1,9254,1,0,0,6,12,6,11.666666666666666,0,6,14,3,12.0,Graduate
1,9556,1,0,0,7,9,7,12.1625,0,8,8,8,13.825,Graduate
1,9670,1,0,0,6,6,6,13.833333333333334,0,6,11,6,14.555555555555555,Graduate
1,9500,1,0,0,7,12,4,12.45,0,7,11,5,11.7,Enrolled
44,9670,1,0,1,6,9,6,12.125,2,6,7,6,13.571428571428571,Graduate
17,9670,1,0,0,6,8,5,13.4,0,6,10,4,13.0,Enrolled
17,9003,1,0,0,6,8,6,13.333333333333334,0,6,8,5,14.0,Enrolled
39,9991,1,0,0,15,15,11,11.454545454545457,9,13,16,11,11.545454545454543,Dropout
17,9853,0,0,1,6,10,4,12.0,0,6,14,3,10.0,Dropout
39,9853,0,0,0,7,8,6,12.666666666666666,0,7,9,5,12.6,Dropout
17,9670,1,0,0,6,7,6,12.666666666666666,0,6,9,6,13.77777777777778,Graduate
17,9003,1,0,0,18,22,18,11.88888888888889,11,13,13,13,11.461538461538462,Graduate
7,9130,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
17,9070,0,0,0,6,6,4,13.0,0,6,8,4,11.6,Dropout
7,9500,1,0,0,7,7,7,16.885714285714283,3,8,9,8,15.744444444444444,Graduate
39,8014,1,0,0,6,6,6,12.5,1,6,6,6,12.333333333333334,Graduate
1,9500,1,0,1,7,9,7,13.055555555555555,0,8,8,8,15.8125,Graduate
1,171,0,0,0,0,0,0,0.0,0,0,0,0,0.0,Dropout
17,9130,1,0,1,5,7,0,0.0,0,5,5,0,0.0,Dropout
1,9500,1,0,1,8,8,7,12.355714285714283,0,8,8,7,12.355714285714283,Graduate
17,9085,1,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
43,9500,1,0,1,7,8,5,11.98,0,7,8,5,11.98,Enrolled
1,9853,1,0,1,7,7,7,13.857142857142858,0,7,8,7,12.571428571428571,Graduate
1,8014,1,0,0,6,9,5,13.0,0,6,6,6,14.166666666666666,Graduate
1,9070,1,0,0,6,6,6,12.833333333333334,0,6,10,6,11.166666666666666,Graduate
17,9147,1,0,0,5,11,4,11.0,0,5,7,5,13.2,Enrolled
1,9500,1,0,1,8,8,7,12.357142857142858,0,8,8,7,12.357142857142858,Graduate
1,9500,1,0,1,8,8,7,13.857142857142858,0,8,8,7,13.857142857142858,Graduate
17,9238,1,0,1,6,6,6,12.333333333333334,0,6,6,6,10.666666666666666,Graduate
17,9500,1,0,0,7,8,7,12.847142857142858,0,8,10,8,13.788888888888888,Graduate
17,9500,1,0,1,7,9,6,12.339999999999998,0,8,9,8,13.01875,Graduate
44,9085,1,0,0,6,10,5,12.666666666666666,0,6,19,4,11.75,Enrolled
1,9773,1,0,0,6,6,6,13.833333333333334,0,6,6,6,12.5,Graduate
17,9147,1,0,0,5,15,2,10.75,0,5,11,2,10.0,Dropout
17,9853,1,0,0,6,11,4,13.25,0,6,10,4,10.25,Dropout
17,9500,1,0,1,8,8,8,13.73125,0,8,8,8,13.73125,Graduate
17,9070,1,0,1,6,6,6,13.333333333333334,0,6,8,3,12.666666666666666,Dropout
1,9853,1,0,0,6,8,5,12.0,0,6,9,5,10.8,Dropout
44,8014,1,0,0,9,10,9,10.88888888888889,3,8,10,6,11.333333333333334,Graduate
1,9500,1,0,0,7,8,7,13.025,0,8,9,8,13.811111111111112,Graduate
17,9773,1,0,0,6,6,6,13.0,0,6,6,6,14.166666666666666,Graduate
1,9773,1,0,0,6,10,5,11.8,0,6,10,5,12.0,Graduate
39,9500,1,0,1,8,8,7,12.042857142857144,0,8,8,7,12.042857142857144,Graduate
1,9853,1,0,0,6,9,5,12.2,0,6,10,4,13.0,Enrolled
1,9500,1,0,1,7,8,7,12.8375,0,8,8,8,15.5,Graduate
39,9556,1,0,1,7,13,7,11.0,0,8,13,7,11.7,Graduate
1,9670,1,0,1,6,7,6,13.5,0,6,9,5,14.0,Graduate
17,9238,1,0,1,6,8,6,12.125,0,6,7,6,12.714285714285714,Graduate
1,9500,1,0,1,8,12,7,12.62857142857143,0,8,12,7,12.62857142857143,Graduate
39,9991,1,0,0,5,9,3,10.666666666666666,0,5,7,4,11.4,Enrolled
17,9238,1,0,0,6,11,5,11.2,0,6,13,5,11.6,Graduate
18,9773,1,0,1,6,6,6,12.666666666666666,0,6,6,6,11.833333333333334,Dropout
39,9670,0,0,0,6,7,4,13.5,0,6,6,0,0.0,Dropout
1,9147,1,0,0,5,9,3,11.666666666666666,0,5,15,2,11.0,Enrolled
1,9147,1,0,0,5,8,2,10.5,0,5,7,3,12.333333333333334,Enrolled
1,9500,1,0,0,8,8,8,14.26875,0,8,8,8,14.26875,Enrolled
1,9773,0,0,0,6,0,0,0.0,0,6,0,0,0.0,Dropout
1,9147,1,0,1,5,8,2,10.5,0,5,11,3,13.333333333333334,Enrolled
1,9238,1,0,0,6,11,5,11.2,0,6,15,1,10.0,Enrolled
39,9991,1,0,0,5,5,5,12.0,0,5,6,5,14.833333333333334,Graduate
43,9556,1,0,0,7,9,7,12.228571428571428,1,8,10,8,13.2125,Graduate
1,9670,1,0,0,5,6,4,11.5,0,5,5,4,10.75,Graduate
17,9238,1,0,0,6,8,6,15.375,0,6,7,6,16.428571428571427,Graduate
53,9085,0,0,0,12,19,9,13.666666666666666,4,9,15,6,13.5,Enrolled
39,9500,1,0,0,8,11,7,12.614285714285714,0,8,11,7,12.614285714285714,Graduate
44,9238,1,0,1,6,7,5,12.2,2,6,6,6,11.5,Graduate
1,9773,1,0,0,6,13,4,11.75,0,6,10,4,11.0,Graduate
1,9238,1,0,1,6,9,5,11.4,0,6,9,3,10.0,Enrolled
1,9238,1,0,0,6,10,5,10.6,0,6,14,2,10.0,Enrolled
51,8014,1,0,0,16,16,13,10.923076923076923,13,13,13,11,11.454545454545457,Graduate
43,9070,1,0,0,6,6,5,12.4,0,6,9,5,12.4,Graduate
39,9003,1,0,0,6,6,0,0.0,0,6,6,0,0.0,Dropout
44,9003,1,0,0,6,6,6,15.833333333333334,0,6,8,6,15.5,Graduate
1,9500,1,0,0,7,12,5,11.8,0,7,9,6,11.708333333333334,Enrolled
17,9773,1,0,0,6,7,6,12.571428571428571,0,6,6,6,13.666666666666666,Graduate
1,9670,1,0,0,5,7,3,12.0,0,5,7,4,13.25,Graduate
17,9500,1,1,0,7,8,7,13.3625,0,8,9,8,14.444444444444445,Graduate
1,9085,1,0,1,5,6,5,15.4,0,5,5,5,16.0,Graduate
17,9773,0,0,0,6,9,5,12.2,0,6,9,4,11.75,Dropout
